doctor_name,gender,specialty,experience,availability,hospital,city,latitude,longitude,emergency_available
Dr. Bilal Hussain,Male,Orthopedic Surgeon,5 years,Tue-Thu,Primary Medical Care Unit Wijayakatupotha,,,,
Dr. Ali Sheikh,Male,Neurologist,14 years,Mon-Fri,New City Channeling Centre,,7.66944982808118,81.0469430275679,
Dr. Ali Chaudhry,Female,Pediatrician,12 years,Weekends,Rural Hospital,,6.37969956468237,80.3743170908417,
Dr. Fatima Chaudhry,Female,Dermatologist,11 years,Weekends,Ruhunu Hospital,,,,
Dr. Amna Malik,Male,Orthopedic Surgeon,9 years,Tue-Thu,Ruhunu Hospital,,,,
Dr. Ali Khan,Female,Neurologist,12 years,Everyday,Ruhunu Hospital,,,,
Dr. Fatima Khan,Male,Pediatrician,16 years,Mon-Fri,Primary Medical Care Unit (PMCU) Urumpirai,,9.72039382718435,80.0459594705995,
Dr. Zain Ahmed,Male,Pediatrician,13 years,Mon-Fri,Ingiriya District Hospital,,6.74141389061285,80.1621060779514,
Dr. Sara Sheikh,Male,Orthopedic Surgeon,7 years,Weekends,Ingiriya District Hospital,,6.74141389061285,80.1621060779514,
Dr. Amna Ahmed,Female,Neurologist,5 years,Everyday,District General Hospital,,,,
Dr. Amna Chaudhry,Female,Orthopedic Surgeon,14 years,Mon-Fri,District General Hospital,,,,
Dr. Ayesha Khan,Male,Dermatologist,14 years,Mon-Fri,District General Hospital,,,,
Dr. Zain Hussain,Female,Orthopedic Surgeon,19 years,Tue-Thu,Maraka Divisional Hospital,,7.58712185310156,80.9575017504601,
Dr. Fatima Raza,Female,Cardiologist,16 years,Tue-Thu,Maraka Divisional Hospital,,7.58712185310156,80.9575017504601,
Dr. Amna Chaudhry,Female,Dermatologist,15 years,Everyday,Maraka Divisional Hospital,,7.58712185310156,80.9575017504601,
Dr. Bilal Raza,Male,Cardiologist,19 years,Everyday,Ever Green Hospital Pvt Ltd,,9.66132135874062,80.168137695475,
Dr. Bilal Ahmed,Female,Orthopedic Surgeon,10 years,Tue-Thu,Ever Green Hospital Pvt Ltd,,9.66132135874062,80.168137695475,
Dr. Fatima Khan,Female,Cardiologist,13 years,Weekends,Gampola Base Hospital,Gampola,,,yes
Dr. Bilal Malik,Female,Cardiologist,11 years,Tue-Thu,Gampola Base Hospital,Gampola,,,yes
Dr. Sara Sheikh,Male,Pediatrician,18 years,Weekends,Gampola Base Hospital,Gampola,,,yes
Dr. Fatima Ahmed,Male,Dermatologist,10 years,Weekends,Divisional Hospital Varany,,9.72959941998272,80.2261637671266,
Dr. Omar Hussain,Male,Orthopedic Surgeon,9 years,Weekends,Divisional Hospital Varany,,9.72959941998272,80.2261637671266,
Dr. Sara Chaudhry,Female,Cardiologist,19 years,Everyday,Divisional Hospital Varany,,9.72959941998272,80.2261637671266,
Dr. Sara Khan,Female,Orthopedic Surgeon,5 years,Weekends,Ruwanara Ayurwedic Medical Center,,,,
Dr. Omar Chaudhry,Female,Neurologist,19 years,Everyday,Ruwanara Ayurwedic Medical Center,,,,
Dr. Fatima Chaudhry,Male,Dermatologist,11 years,Weekends,Ruwanara Ayurwedic Medical Center,,,,
Dr. Ali Chaudhry,Male,Dermatologist,7 years,Everyday,Bandaranayake Private Hospital,,7.12621893486281,80.1117859928015,
Dr. Amna Raza,Male,Pediatrician,5 years,Weekends,Bandaranayake Private Hospital,,7.12621893486281,80.1117859928015,
Dr. Omar Ahmed,Female,Dermatologist,6 years,Tue-Thu,Primary Medical Care Unit (PMCU) Chunnakam,,,,
Dr. Ayesha Ahmed,Female,Cardiologist,10 years,Weekends,Central Dispensary - Kalagedihena,,,,
Dr. Ali Hussain,Female,Cardiologist,7 years,Mon-Fri,Central Dispensary - Kalagedihena,,,,
Dr. Amna Raza,Female,Cardiologist,13 years,Tue-Thu,Wilpatha Rural Hospital,,,,
Dr. Sara Sheikh,Female,Pediatrician,12 years,Everyday,Wilpatha Rural Hospital,,,,
Dr. Sara Khan,Male,Orthopedic Surgeon,16 years,Tue-Thu,Wilpatha Rural Hospital,,,,
Dr. Ali Sheikh,Male,Neurologist,7 years,Weekends,Baddegama Hospital,,6.16142374193188,80.1804778686032,yes
Dr. Ali Hussain,Female,Cardiologist,17 years,Mon-Fri,Baddegama Hospital,,6.16142374193188,80.1804778686032,yes
Dr. Omar Malik,Female,Dermatologist,8 years,Tue-Thu,Girandurukotte Hospital,,7.46937463751971,81.0190558489764,
Dr. Ali Ahmed,Male,Pediatrician,19 years,Tue-Thu,Divisional Hospital,Mundalama,7.78877812205866,79.827620196842,
Dr. Sara Malik,Female,Neurologist,19 years,Mon-Fri,Divisional Hospital,Mundalama,7.78877812205866,79.827620196842,
Dr. Ayesha Raza,Female,Orthopedic Surgeon,16 years,Mon-Fri,Primary Medical Care Unit (PMCU) Punnalaikadduvan,,9.75051293895288,80.0580769365604,
Dr. Ali Sheikh,Female,Cardiologist,7 years,Weekends,Wijaya Kumaranatunga Memorial,,,,
Dr. Ayesha Chaudhry,Female,Cardiologist,8 years,Mon-Fri,Thilipan Hospital,,,,
Dr. Ali Hussain,Female,Orthopedic Surgeon,6 years,Tue-Thu,Thilipan Hospital,,,,
Dr. Fatima Khan,Female,Cardiologist,8 years,Weekends,Thilipan Hospital,,,,
Dr. Amna Sheikh,Male,Cardiologist,13 years,Everyday,ayurweda hospital,,6.9020698287396,80.9204669818402,no
Dr. Ayesha Malik,Female,Neurologist,6 years,Mon-Fri,ayurweda hospital,,6.9020698287396,80.9204669818402,no
Dr. Amna Hussain,Male,Cardiologist,15 years,Mon-Fri,Polpithigama Divisional Hospital,,,,
Dr. Omar Ahmed,Male,Neurologist,13 years,Weekends,Polpithigama Divisional Hospital,,,,
Dr. Sara Raza,Female,Orthopedic Surgeon,16 years,Weekends,Watawala Government Hospital,,,,
Dr. Omar Raza,Female,Orthopedic Surgeon,17 years,Weekends,M D.H. Jayawardana Divisional Hospital Nawagamuwa,,6.92250608214306,80.0143419260007,
Dr. Zain Sheikh,Male,Pediatrician,5 years,Mon-Fri,M D.H. Jayawardana Divisional Hospital Nawagamuwa,,6.92250608214306,80.0143419260007,
Dr. Bilal Sheikh,Male,Pediatrician,6 years,Everyday,M D.H. Jayawardana Divisional Hospital Nawagamuwa,,6.92250608214306,80.0143419260007,
Dr. Sara Hussain,Male,Pediatrician,15 years,Mon-Fri,Ratnapura General Hospital-Chest Clinic,Ratnapura,,,
Dr. Zain Hussain,Female,Orthopedic Surgeon,19 years,Tue-Thu,Ratnapura General Hospital-Chest Clinic,Ratnapura,,,
Dr. Fatima Chaudhry,Female,Neurologist,17 years,Everyday,Ratnapura General Hospital-Chest Clinic,Ratnapura,,,
Dr. Fatima Ahmed,Male,Pediatrician,14 years,Weekends,Dolosbage Divisional Hospital,Dolosbage,7.08196852107693,80.4712431560263,
Dr. Sara Chaudhry,Female,Orthopedic Surgeon,9 years,Everyday,Hatharaliyadda Divisional Hospital,Hataraliyadda,7.34272324237759,80.4772565848201,
Dr. Amna Ahmed,Female,Orthopedic Surgeon,18 years,Everyday,Hatharaliyadda Divisional Hospital,Hataraliyadda,7.34272324237759,80.4772565848201,
Dr. Omar Ahmed,Female,Cardiologist,18 years,Weekends,Hatharaliyadda Divisional Hospital,Hataraliyadda,7.34272324237759,80.4772565848201,
Dr. Fatima Sheikh,Male,Cardiologist,16 years,Weekends,hhhh,,,,
Dr. Ali Hussain,Male,Cardiologist,13 years,Tue-Thu,hhhh,,,,
Dr. Sara Malik,Male,Orthopedic Surgeon,10 years,Everyday,hhhh,,,,
Dr. Amna Hussain,Male,Pediatrician,10 years,Weekends,Primary Medical Care Unit (PMCU) Kaithady,,9.66973888500263,80.0904192643267,
Dr. Ali Sheikh,Male,Dermatologist,18 years,Mon-Fri,Primary Medical Care Unit (PMCU) Kaithady,,9.66973888500263,80.0904192643267,
Dr. Sara Khan,Male,Cardiologist,16 years,Tue-Thu,Primary Medical Care Unit (PMCU) Kaithady,,9.66973888500263,80.0904192643267,
Dr. Bilal Sheikh,Male,Pediatrician,8 years,Tue-Thu,Osro Hospital Kegalle,,,,
Dr. Ali Raza,Male,Orthopedic Surgeon,18 years,Mon-Fri,hhhh,,,,
Dr. Zain Raza,Female,Cardiologist,14 years,Tue-Thu,hhhh,,,,
Dr. Amna Malik,Male,Cardiologist,17 years,Everyday,hhhh,,,,
Dr. Fatima Raza,Female,Orthopedic Surgeon,6 years,Tue-Thu,Ninewells Hospital,Colombo 05,6.89496993765647,79.8828077369839,yes
Dr. Fatima Sheikh,Female,Neurologist,6 years,Tue-Thu,Primary Health Care Centre,,6.30230467499652,80.2495269811183,
Dr. Bilal Malik,Male,Pediatrician,12 years,Tue-Thu,Primary Health Care Centre,,6.30230467499652,80.2495269811183,
Dr. Fatima Sheikh,Male,Dermatologist,18 years,Mon-Fri,Primary Health Care Centre,,6.30230467499652,80.2495269811183,
Dr. Omar Khan,Male,Pediatrician,14 years,Tue-Thu,Dehiwala Medical Centre,,6.860722822394,79.8664156680426,
Dr. Bilal Hussain,Female,Neurologist,10 years,Everyday,Primary Medical Care Unit (PMCU) Uduvil,,9.73207518272309,80.0068442297929,
Dr. Ali Raza,Female,Neurologist,20 years,Tue-Thu,Primary Medical Care Unit (PMCU) Uduvil,,9.73207518272309,80.0068442297929,
Dr. Zain Khan,Female,Orthopedic Surgeon,19 years,Mon-Fri,Primary Medical Care Unit (PMCU) Uduvil,,9.73207518272309,80.0068442297929,
Dr. Fatima Raza,Male,Orthopedic Surgeon,5 years,Weekends,Sachitra Hospital,Panadura,6.71114172529235,79.9106932391947,yes
Dr. Ayesha Hussain,Female,Pediatrician,19 years,Tue-Thu,Lunuwila Hospital,,7.34867682438269,79.8616469518701,
Dr. Sara Ahmed,Male,Neurologist,10 years,Everyday,Lunuwila Hospital,,7.34867682438269,79.8616469518701,
Dr. Ayesha Ahmed,Male,Orthopedic Surgeon,20 years,Tue-Thu,Lunuwila Hospital,,7.34867682438269,79.8616469518701,
Dr. Ayesha Khan,Male,Neurologist,6 years,Everyday,Sugantha Nursing Home,,9.67120722680056,80.0215100457756,
Dr. Omar Chaudhry,Female,Orthopedic Surgeon,15 years,Mon-Fri,Sugantha Nursing Home,,9.67120722680056,80.0215100457756,
Dr. Ayesha Khan,Female,Dermatologist,5 years,Everyday,Coop medical Centre,Rathnapura,6.68744767758244,80.4027323293331,
Dr. Amna Ahmed,Male,Pediatrician,11 years,Tue-Thu,Coop medical Centre,Rathnapura,6.68744767758244,80.4027323293331,
Dr. Bilal Chaudhry,Female,Orthopedic Surgeon,7 years,Everyday,Coop medical Centre,Rathnapura,6.68744767758244,80.4027323293331,
Dr. Amna Sheikh,Male,Cardiologist,10 years,Tue-Thu,Athura Hospital,,6.64481974879385,80.1794384287907,
Dr. Fatima Hussain,Female,Dermatologist,20 years,Mon-Fri,Hospital,,,,
Dr. Bilal Chaudhry,Male,Neurologist,10 years,Everyday,Hospital,,,,
Dr. Amna Khan,Male,Orthopedic Surgeon,16 years,Weekends,Jeewaka Private Hospital,,,,
Dr. Ayesha Malik,Female,Cardiologist,15 years,Mon-Fri,Jeewaka Private Hospital,,,,
Dr. Ali Raza,Male,Neurologist,6 years,Everyday,Jeewaka Private Hospital,,,,
Dr. Fatima Malik,Female,Orthopedic Surgeon,16 years,Tue-Thu,Deraniyagala Divisional Hospital,Deraniyagala,,,
Dr. Sara Malik,Female,Dermatologist,9 years,Tue-Thu,Deraniyagala Divisional Hospital,Deraniyagala,,,
Dr. Bilal Khan,Male,Orthopedic Surgeon,6 years,Mon-Fri,Laggala Hospital,,,,
Dr. Zain Raza,Female,Neurologist,11 years,Tue-Thu,Laggala Hospital,,,,
Dr. Ayesha Ahmed,Male,Neurologist,6 years,Mon-Fri,Hebarawa Central Dispensary,,,,
Dr. Zain Khan,Male,Cardiologist,16 years,Weekends,Hebarawa Central Dispensary,,,,
Dr. Bilal Raza,Female,Orthopedic Surgeon,12 years,Mon-Fri,Hebarawa Central Dispensary,,,,
Dr. Ali Sheikh,Female,Pediatrician,20 years,Mon-Fri,Police Hospital,,,,
Dr. Bilal Hussain,Female,Neurologist,17 years,Mon-Fri,Police Hospital,,,,
Dr. Bilal Sheikh,Female,Pediatrician,19 years,Weekends,Police Hospital,,,,
Dr. Ayesha Ahmed,Female,Pediatrician,13 years,Tue-Thu,Ayurvedic Hospital,,,,
Dr. Bilal Sheikh,Male,Orthopedic Surgeon,8 years,Everyday,Aarogya Hospital,,,,
Dr. Fatima Chaudhry,Female,Pediatrician,18 years,Tue-Thu,Habarana Divisional Hospital,,8.03848524351952,80.7561796679826,
Dr. Ali Malik,Male,Dermatologist,20 years,Tue-Thu,Rural Ayurvedic Hospital,,6.83123771778151,80.8807051610228,
Dr. Omar Khan,Female,Cardiologist,15 years,Tue-Thu,Rural Ayurvedic Hospital,,6.83123771778151,80.8807051610228,
Dr. Ayesha Raza,Female,Neurologist,15 years,Everyday,Pitmaaruwa Hospital,,,,
Dr. Ali Ahmed,Male,Pediatrician,20 years,Tue-Thu,Pitmaaruwa Hospital,,,,
Dr. Ayesha Khan,Male,Dermatologist,8 years,Weekends,Chenaikudiruppu Base Hospital,Kalmunai,7.41742351783122,81.8074134888475,
Dr. Ayesha Hussain,Female,Pediatrician,15 years,Weekends,Primary Medical Care Unit (PMCU) Puttur,,9.74442792870602,80.1074920276247,
Dr. Ayesha Hussain,Male,Orthopedic Surgeon,15 years,Mon-Fri,Primary Medical Care Unit (PMCU) Puttur,,9.74442792870602,80.1074920276247,
Dr. Sara Ahmed,Female,Neurologist,19 years,Everyday,Primary Medical Care Unit (PMCU) Puttur,,9.74442792870602,80.1074920276247,
Dr. Amna Ahmed,Male,Neurologist,17 years,Mon-Fri,Base Hospital,Periyakallar,7.46674104354258,81.8116992397591,
Dr. Sara Malik,Male,Neurologist,17 years,Weekends,Base Hospital,Periyakallar,7.46674104354258,81.8116992397591,
Dr. Sara Raza,Male,Dermatologist,18 years,Weekends,Base Hospital,Periyakallar,7.46674104354258,81.8116992397591,
Dr. Amna Ahmed,Female,Neurologist,11 years,Weekends,Akuressa Hospital,,,,
Dr. Ali Chaudhry,Female,Dermatologist,12 years,Weekends,Suvika Fertility Centre,,,,no
Dr. Zain Sheikh,Male,Neurologist,9 years,Weekends,Rural Hospital,,5.94836867139202,80.6137894894325,
Dr. Bilal Hussain,Female,Neurologist,10 years,Everyday,Pannipitiya Nursing Home,Pannipitiya,6.84682151979976,79.9522615277841,
Dr. Amna Chaudhry,Female,Cardiologist,16 years,Everyday,Pannipitiya Nursing Home,Pannipitiya,6.84682151979976,79.9522615277841,
Dr. Sara Malik,Female,Dermatologist,14 years,Weekends,Pannipitiya Nursing Home,Pannipitiya,6.84682151979976,79.9522615277841,
Dr. Ali Sheikh,Female,Pediatrician,14 years,Everyday,Walapane Divisional Hospital,Walapane,,,
Dr. Sara Raza,Male,Pediatrician,20 years,Mon-Fri,Walapane Divisional Hospital,Walapane,,,
Dr. Ali Khan,Male,Cardiologist,5 years,Mon-Fri,Divisional Hospital Ilavalai,,9.79894449749881,79.9942838640684,
Dr. Sara Hussain,Male,Dermatologist,20 years,Mon-Fri,Divisional Hospital Ilavalai,,9.79894449749881,79.9942838640684,
Dr. Amna Hussain,Male,Cardiologist,6 years,Tue-Thu,Divisional Hospital Ilavalai,,9.79894449749881,79.9942838640684,
Dr. Amna Hussain,Male,Dermatologist,10 years,Tue-Thu,Mahakubukkadawala Hospitel,,,,
Dr. Fatima Raza,Male,Neurologist,12 years,Tue-Thu,Mahakubukkadawala Hospitel,,,,
Dr. Amna Ahmed,Female,Neurologist,9 years,Weekends,Mahakubukkadawala Hospitel,,,,
Dr. Zain Malik,Female,Dermatologist,9 years,Everyday,Green Memorial Hospital,,,,
Dr. Fatima Raza,Male,Orthopedic Surgeon,7 years,Tue-Thu,Green Memorial Hospital,,,,
Dr. Zain Khan,Male,Pediatrician,15 years,Mon-Fri,The National Hospital Kandy,Kandy,,,
Dr. Zain Khan,Male,Pediatrician,17 years,Tue-Thu,water pump house,,,,
Dr. Amna Sheikh,Male,Neurologist,9 years,Weekends,water pump house,,,,
Dr. Sara Chaudhry,Male,Orthopedic Surgeon,6 years,Mon-Fri,Divisional Hospital Pandatharippu,,9.78077219614249,79.9721932744355,
Dr. Fatima Raza,Female,Cardiologist,13 years,Tue-Thu,church,,,,
Dr. Bilal Ahmed,Male,Orthopedic Surgeon,16 years,Weekends,Gunawardana Ayurveda Hospital,,,,
Dr. Omar Ahmed,Female,Orthopedic Surgeon,10 years,Weekends,Periyaulukkulama regional hospital,,,,
Dr. Sara Malik,Female,Pediatrician,19 years,Everyday,Periyaulukkulama regional hospital,,,,
Dr. Amna Malik,Male,Cardiologist,19 years,Everyday,Periyaulukkulama regional hospital,,,,
Dr. Bilal Sheikh,Male,Dermatologist,17 years,Mon-Fri,hospital,,,,
Dr. Omar Hussain,Female,Orthopedic Surgeon,12 years,Tue-Thu,hospital,,,,
Dr. Fatima Hussain,Male,Pediatrician,17 years,Everyday,Roseth Hospital,Ambalangoda,6.23906673595167,80.0544143801497,
Dr. Sara Ahmed,Male,Neurologist,9 years,Tue-Thu,Roseth Hospital,Ambalangoda,6.23906673595167,80.0544143801497,
Dr. Ayesha Khan,Female,Pediatrician,6 years,Everyday,Mankulam Base Hospital,,9.12801748872678,80.4470246526348,
Dr. Ali Chaudhry,Female,Dermatologist,15 years,Mon-Fri,Mankulam Base Hospital,,9.12801748872678,80.4470246526348,
Dr. Fatima Hussain,Female,Cardiologist,5 years,Everyday,Mankulam Base Hospital,,9.12801748872678,80.4470246526348,
Dr. Ayesha Raza,Male,Neurologist,6 years,Everyday,Thasim Chest Clinic,,6.03643799858841,80.2165097425084,
Dr. Amna Raza,Male,Orthopedic Surgeon,13 years,Weekends,Peradeniya Teaching Hospital,,7.26640894764884,80.5981260593341,
Dr. Amna Sheikh,Male,Pediatrician,18 years,Tue-Thu,Peradeniya Teaching Hospital,,7.26640894764884,80.5981260593341,
Dr. Sara Hussain,Female,Cardiologist,18 years,Tue-Thu,Peradeniya Teaching Hospital,,7.26640894764884,80.5981260593341,
Dr. Omar Hussain,Male,Pediatrician,19 years,Mon-Fri,Dambulla Ayurveda Hospital,Dambulla,7.87416348003984,80.6487465518938,
Dr. Zain Sheikh,Female,Neurologist,5 years,Mon-Fri,Central Dispensary,,7.63080707515644,81.0283612702416,
Dr. Sara Raza,Female,Neurologist,16 years,Mon-Fri,Divisonal Hospital - Karainagar,,9.74074433371834,79.8867056572357,
Dr. Omar Khan,Male,Orthopedic Surgeon,12 years,Weekends,Divisonal Hospital - Karainagar,,9.74074433371834,79.8867056572357,
Dr. Ali Ahmed,Female,Pediatrician,7 years,Mon-Fri,Divisonal Hospital - Karainagar,,9.74074433371834,79.8867056572357,
Dr. Bilal Hussain,Male,Cardiologist,8 years,Weekends,Canser Hospital,,,,
Dr. Sara Chaudhry,Male,Neurologist,13 years,Tue-Thu,Canser Hospital,,,,
Dr. Amna Malik,Male,Pediatrician,9 years,Tue-Thu,Railway Town,,,,
Dr. Sara Sheikh,Male,Neurologist,9 years,Everyday,Railway Town,,,,
Dr. Zain Hussain,Male,Neurologist,5 years,Tue-Thu,Railway Town,,,,
Dr. Bilal Ahmed,Female,Neurologist,8 years,Tue-Thu,Bandarawela Base Hopital,,,,
Dr. Amna Hussain,Female,Orthopedic Surgeon,12 years,Everyday,Bandarawela Base Hopital,,,,
Dr. Zain Raza,Female,Cardiologist,19 years,Mon-Fri,Sri Jayawardenapura teaching hospital,,6.86833367429458,79.9261517317605,yes
Dr. Zain Khan,Female,Neurologist,6 years,Tue-Thu,Sri Jayawardenapura teaching hospital,,6.86833367429458,79.9261517317605,yes
Dr. Amna Khan,Female,Cardiologist,19 years,Everyday,Dr. Neville Fernando Sri Lanka - Russia Friendship Teaching Hospital,,6.92448982716715,79.9625687541165,
Dr. Fatima Khan,Female,Cardiologist,13 years,Weekends,Dr. Neville Fernando Sri Lanka - Russia Friendship Teaching Hospital,,6.92448982716715,79.9625687541165,
Dr. Ayesha Sheikh,Male,Neurologist,6 years,Mon-Fri,Divisional Hodpital Pungudutivu,,9.57250612598085,79.8301304930234,
Dr. Fatima Ahmed,Female,Cardiologist,8 years,Mon-Fri,Divisional Hodpital Pungudutivu,,9.57250612598085,79.8301304930234,
Dr. Bilal Raza,Female,Neurologist,20 years,Mon-Fri,Madolkele Hospital,,7.39803215247738,80.7331904545105,
Dr. Ali Sheikh,Male,Orthopedic Surgeon,11 years,Everyday,Madolkele Hospital,,7.39803215247738,80.7331904545105,
Dr. Omar Khan,Female,Orthopedic Surgeon,20 years,Tue-Thu,Thalwaththa Hospital,,7.29182229133772,80.185759641069,
Dr. Omar Malik,Female,Neurologist,9 years,Everyday,Thalwaththa Hospital,,7.29182229133772,80.185759641069,
Dr. Zain Ahmed,Male,Neurologist,16 years,Tue-Thu,Medical Center,,,,
Dr. Bilal Ahmed,Female,Orthopedic Surgeon,20 years,Everyday,Batumulla Divisional Hospital,,7.41429472101461,80.9369034748683,
Dr. Ali Chaudhry,Female,Orthopedic Surgeon,13 years,Mon-Fri,Ayurvedic Medicine Center,,,,
Dr. Zain Hussain,Female,Pediatrician,10 years,Tue-Thu,Ayurvedic Medicine Center,,,,
Dr. Ayesha Hussain,Female,Pediatrician,5 years,Mon-Fri,Primary Medical Care Unit (PMCU) Inuvil,,9.71651652641435,80.0180700288942,
Dr. Sara Chaudhry,Female,Cardiologist,9 years,Weekends,Primary Medical Care Unit (PMCU) Inuvil,,9.71651652641435,80.0180700288942,
Dr. Zain Chaudhry,Female,Cardiologist,20 years,Weekends,Pallegama Rural Hospital,,6.32980779478461,80.5223856735157,
Dr. Sara Ahmed,Female,Pediatrician,20 years,Everyday,Rathmalgahawewa Hospital,,,,
Dr. Sara Ahmed,Male,Neurologist,12 years,Tue-Thu,Rathmalgahawewa Hospital,,,,
Dr. Fatima Hussain,Male,Orthopedic Surgeon,7 years,Weekends,Pambahinna Rural Hospital,,,,
Dr. Zain Malik,Male,Dermatologist,8 years,Tue-Thu,Pambahinna Rural Hospital,,,,
Dr. Zain Raza,Male,Cardiologist,16 years,Mon-Fri,Pussellawa Hospital,,7.1162932527628,80.6252465452423,
Dr. Ali Chaudhry,Male,Dermatologist,7 years,Weekends,Pussellawa Hospital,,7.1162932527628,80.6252465452423,
Dr. Zain Ahmed,Male,Orthopedic Surgeon,15 years,Everyday,Base Hospital Mulankavil,Mulankavil,9.24369253020609,80.1428798360901,
Dr. Sara Chaudhry,Female,Cardiologist,10 years,Mon-Fri,Lions Eye Hospital,Gothatuwa,6.92725895651859,79.9123242737332,
Dr. Bilal Chaudhry,Male,Neurologist,9 years,Tue-Thu,Sri Lanka Victoria Emergency Truma Centre,,,,
Dr. Fatima Malik,Female,Pediatrician,19 years,Everyday,Sri Lanka Victoria Emergency Truma Centre,,,,
Dr. Sara Chaudhry,Male,Cardiologist,8 years,Weekends,Leesons Hospital,,7.03165589582082,79.9220454373958,
Dr. Zain Ahmed,Female,Dermatologist,20 years,Weekends,Leesons Hospital,,7.03165589582082,79.9220454373958,
Dr. Amna Chaudhry,Female,Cardiologist,14 years,Mon-Fri,Sulaiman,,6.94205888295204,79.8658055493106,
Dr. Amna Ahmed,Female,Dermatologist,14 years,Tue-Thu,Korea Sri Lanka Friendship Hospital Complex,Kamburugamuwa,,,no
Dr. Ali Sheikh,Female,Pediatrician,14 years,Everyday,Korea Sri Lanka Friendship Hospital Complex,Kamburugamuwa,,,no
Dr. Bilal Raza,Female,Pediatrician,12 years,Mon-Fri,Korea Sri Lanka Friendship Hospital Complex,Kamburugamuwa,,,no
Dr. Amna Chaudhry,Female,Neurologist,10 years,Everyday,Biyagama,,6.9469425988361,79.9939403736763,yes
Dr. Sara Chaudhry,Male,Pediatrician,15 years,Weekends,Wethara District Hospital,Wethara,6.78520447319062,79.9729748869065,
Dr. Zain Malik,Male,Orthopedic Surgeon,6 years,Weekends,Wethara District Hospital,Wethara,6.78520447319062,79.9729748869065,
Dr. Amna Hussain,Male,Dermatologist,7 years,Weekends,Wethara District Hospital,Wethara,6.78520447319062,79.9729748869065,
Dr. Bilal Khan,Female,Orthopedic Surgeon,6 years,Mon-Fri,Suwana Private Hospital,,,,
Dr. Ali Sheikh,Male,Cardiologist,17 years,Tue-Thu,Kalutara General Hospital,,6.56306861639067,79.9852379465254,yes
Dr. Ayesha Chaudhry,Female,Dermatologist,12 years,Everyday,District Hospital Warakapola,,,,
Dr. Sara Malik,Female,Cardiologist,7 years,Mon-Fri,Base Hospital B Kalpitiya,,,,
Dr. Fatima Ahmed,Male,Pediatrician,18 years,Weekends,Hospital Narammala,,7.43127218207354,80.2064788675236,
Dr. Zain Khan,Female,Dermatologist,14 years,Everyday,hiripitiya,,7.65322665448883,80.3790485913641,
Dr. Amna Chaudhry,Male,Dermatologist,5 years,Weekends,Western Hospital,colombo 08,6.91170516171368,79.8856355396575,yes
Dr. Zain Ahmed,Female,Dermatologist,14 years,Mon-Fri,Western Hospital,colombo 08,6.91170516171368,79.8856355396575,yes
Dr. Bilal Ahmed,Female,Orthopedic Surgeon,17 years,Tue-Thu,Western Hospital,colombo 08,6.91170516171368,79.8856355396575,yes
Dr. Bilal Malik,Male,Orthopedic Surgeon,17 years,Everyday,Ayurvedic Hospital,Rathnapura,6.68322185727848,80.3955879303441,
Dr. Sara Ahmed,Male,Pediatrician,9 years,Mon-Fri,Ayurvedic Hospital,Rathnapura,6.68322185727848,80.3955879303441,
Dr. Omar Khan,Male,Dermatologist,9 years,Everyday,Miyani hospitel,,,,
Dr. Ayesha Raza,Male,Dermatologist,5 years,Weekends,Navalady Hospital,,,,
Dr. Fatima Khan,Male,Dermatologist,7 years,Everyday,Navalady Hospital,,,,
Dr. Zain Hussain,Female,Pediatrician,16 years,Everyday,Colombo South Teaching Hospital,,,,
Dr. Fatima Ahmed,Male,Neurologist,10 years,Mon-Fri,Lanka Hospital,Narahenpita,,,yes
Dr. Fatima Hussain,Female,Neurologist,8 years,Tue-Thu,Lanka Hospital,Narahenpita,,,yes
Dr. Bilal Sheikh,Male,Neurologist,8 years,Tue-Thu,Holy Cross Health Centre,,,,
Dr. Amna Raza,Female,Pediatrician,8 years,Weekends,Holy Cross Health Centre,,,,
Dr. Zain Chaudhry,Male,Orthopedic Surgeon,18 years,Tue-Thu,Holy Cross Health Centre,,,,
Dr. Fatima Khan,Female,Orthopedic Surgeon,16 years,Tue-Thu,Cardiology Unit,,,,
Dr. Zain Khan,Female,Pediatrician,6 years,Mon-Fri,District General Hospital Hambantota,,6.15681738322385,81.1104414761634,
Dr. Ayesha Chaudhry,Male,Neurologist,16 years,Everyday,District General Hospital Hambantota,,6.15681738322385,81.1104414761634,
Dr. Zain Khan,Female,Dermatologist,18 years,Everyday,District General Hospital Hambantota,,6.15681738322385,81.1104414761634,
Dr. Ayesha Malik,Male,Dermatologist,14 years,Everyday,Divisional Hospital,Nilaveli,8.68147989524195,81.1929628216492,
Dr. Fatima Hussain,Female,Cardiologist,16 years,Everyday,Divisional Hospital,Nilaveli,8.68147989524195,81.1929628216492,
Dr. Fatima Chaudhry,Male,Cardiologist,16 years,Weekends,De Soysa Hospital,,6.78404768673366,79.8776830413835,
Dr. Ali Ahmed,Female,Neurologist,19 years,Weekends,Karapitiya Teaching Hospital,,,,yes
Dr. Bilal Malik,Male,Orthopedic Surgeon,14 years,Weekends,Karapitiya Teaching Hospital,,,,yes
Dr. Ali Malik,Male,Dermatologist,17 years,Weekends,Karapitiya Teaching Hospital,,,,yes
Dr. Zain Ahmed,Male,Neurologist,16 years,Everyday,Ayagama District Hospital,,,,
Dr. Bilal Hussain,Male,Orthopedic Surgeon,7 years,Weekends,Ayagama District Hospital,,,,
